Wall time,Step,Value
1746410743.9499393,1,0.5249999761581421
1746410820.8833663,2,0.6797764301300049
1746410901.5459113,3,0.7297764420509338
1746410986.1768186,4,0.759857714176178
1746411091.7031724,5,0.7824187278747559
1746411165.6322966,6,0.7876016497612
1746411239.1661646,7,0.8041666746139526
1746411340.105013,8,0.807621955871582
1746411451.112849,9,0.8222560882568359
1746411533.8068373,10,0.8287601470947266
1746411604.730589,11,0.8321138024330139
1746411676.553286,12,0.8315040469169617
1746411748.3607967,13,0.8413617610931396
1746411820.586893,14,0.8426828980445862
1746411891.587724,15,0.845223605632782
1746411962.1693695,16,0.8497967720031738
1746412033.2371056,17,0.8500000238418579
1746412104.9897473,18,0.8541666865348816
1746412189.82624,19,0.8546748161315918
1746412269.0867484,20,0.8776422739028931
1746412340.4925644,21,0.8762195110321045
1746412410.906925,22,0.8803861737251282
1746412484.538983,23,0.8817073106765747
1746412557.760007,24,0.8821138143539429
1746412630.591413,25,0.8866869807243347
1746412703.3048518,26,0.8887194991111755
1746412775.0444906,27,0.8894308805465698
1746412847.3137188,28,0.8861788511276245
1746412919.345913,29,0.8857723474502563
1746412992.074798,30,0.8916666507720947
1746413063.8990479,31,0.8915650248527527
1746413139.3728263,32,0.8978658318519592
1746413211.5645351,33,0.894817054271698
1746413284.9454815,34,0.8913617730140686
1746413354.9445703,35,0.8931910395622253
1746413424.9906244,36,0.8964430689811707
1746413494.2066908,37,0.8976625800132751
1746413564.7346103,38,0.8955284357070923
1746413634.347996,39,0.8967479467391968
1746413704.4367852,40,0.910162627696991
1746413774.5606773,41,0.9125000238418579
1746413845.759497,42,0.915142297744751
1746413918.7413511,43,0.9139227867126465
1746413988.5982268,44,0.9115853905677795
1746414059.1758192,45,0.9185975790023804
1746414128.6246197,46,0.9182927012443542
1746414199.209199,47,0.9155488014221191
1746414271.0249805,48,0.917682945728302
1746414342.1732483,49,0.9121951460838318
1746414414.1076624,50,0.9183943271636963
1746414490.5372114,51,0.9186992049217224
1746414566.2545803,52,0.9214431047439575
1746414643.525198,53,0.9210366010665894
1746414716.5168777,54,0.922662615776062
1746414788.5954356,55,0.9215447306632996
1746414860.2869778,56,0.9219512343406677
1746414932.8299332,57,0.9246951341629028
1746415005.758211,58,0.9219512343406677
1746415076.7855103,59,0.9219512343406677
1746415147.8926878,60,0.9319105744361877
1746415218.6775055,61,0.9372967481613159
1746415290.4602659,62,0.9323170781135559
1746415362.768946,63,0.9354674816131592
1746415433.851146,64,0.9352642297744751
1746415503.312442,65,0.934959352016449
1746415571.8634918,66,0.9360772371292114
1746415641.1892617,67,0.9331300854682922
1746415711.5244896,68,0.9370934963226318
1746415782.059397,69,0.937398374080658
1746415853.2476268,70,0.9393292665481567
1746415923.1604445,71,0.9353658556938171
1746415992.3846936,72,0.9361788630485535
1746416062.155121,73,0.9386178851127625
1746416132.9767404,74,0.9382113814353943
1746416201.7827244,75,0.942581295967102
1746416272.352088,76,0.9398373961448669
1746416341.3217764,77,0.9378048777580261
1746416410.164342,78,0.9440040588378906
1746416480.2395163,79,0.9426829218864441
1746416548.798265,80,0.9447154402732849
1746416617.2444997,81,0.9476625919342041
1746416686.12355,82,0.949999988079071
1746416755.5848129,83,0.9454268217086792
1746416825.265707,84,0.9456300735473633
1746416895.697458,85,0.9494918584823608
1746416966.4916732,86,0.9493902325630188
1746417038.6280632,87,0.9483739733695984
1746417110.9035797,88,0.9496951103210449
1746417180.6745396,89,0.9508129954338074
1746417249.8711488,90,0.949898362159729
1746417319.7897625,91,0.9520325064659119
1746417387.9809937,92,0.949796736240387
1746417456.3077497,93,0.9519308805465698
1746417528.8187227,94,0.9520325064659119
1746417602.221344,95,0.9518292546272278
1746417673.9546447,96,0.9516260027885437
1746417743.4290376,97,0.9494918584823608
1746417812.8338573,98,0.9521341323852539
1746417882.6994984,99,0.9521341323852539
1746417951.7604434,100,0.95243901014328
1746418020.648263,101,0.9545731544494629
1746418090.0104325,102,0.9579268097877502
1746418158.885322,103,0.9552845358848572
1746418227.677792,104,0.9568089246749878
1746418296.2734258,105,0.9561991691589355
1746418365.817247,106,0.9580284357070923
1746418434.4741368,107,0.9571138024330139
1746418506.4975703,108,0.9608739614486694
1746418579.240328,109,0.9591463208198547
1746418651.1914198,110,0.9623983502388
1746418723.463867,111,0.9587398171424866
1746418793.6828012,112,0.9606707096099854
